auc,acc,f1,precision,recall,specificity,loss,threshold,model_family,fourier_mode,regime,seed,run_name
0.5198794435965443,0.5514085770680065,0.7108155002891845,0.5514672888809118,0.9996746380348136,0.0002000400080016,0.9545993730425836,0.5,clip,complex,finetune,7,
0.458704560173463,0.5515880136371792,0.7109646079111728,0.5515477792732167,1.0,0.0002000400080016,1.0374478433619847,0.5,clip,complex,finetune,42,
0.5,0.5514982953525929,0.7109234950558029,0.5514982953525929,1.0,0.0,0.693147477101196,0.5,clip,complex,finetune,123,
0.5,0.5514982953525929,0.7109234950558029,0.5514982953525929,1.0,0.0,0.693147477101196,0.5,clip,complex,finetune,2024,
0.3826889015349841,0.5514982953525929,0.7109234950558029,0.5514982953525929,1.0,0.0,1.0539124675772409,0.5,clip,complex,finetune,2025,
0.7940791346816622,0.737394581015611,0.7713459885946411,0.7419597234746017,0.8031560110623068,0.6565313062612522,1.7559131424535404,0.5,clip,concat,finetune,7,seed_7
0.7689874561865357,0.7058137448411986,0.7417906921804867,0.7188644688644689,0.7662274280136652,0.6315263052610522,1.4944780286062846,0.5,clip,concat,finetune,42,seed_42
0.7243474398474944,0.6845505113942222,0.7189897698209718,0.7066771406127258,0.7317390597039206,0.6265253050610122,2.299576558850028,0.5,clip,concat,finetune,123,seed_123
0.7402009277729956,0.6891261439081284,0.7127580203929371,0.7266734279918864,0.6993655441678868,0.6765353070614123,1.8460326926274733,0.5,clip,concat,finetune,2024,seed_2024
0.7972041943771868,0.7415216221065853,0.7702368609936997,0.7554755944931164,0.7855864649422483,0.6873374674934987,2.3756561021913183,0.5,clip,concat,finetune,2025,seed_2025
0.5028228355936357,0.5153418266642742,0.6355909336211549,0.5429295839575891,0.7663901089962584,0.2066413282656531,1.255126871845939,0.5,clip,frequency_3,finetune,7,seed_7
0.4345984700437728,0.4936300017943656,0.6231806649752971,0.5284792209262824,0.7592321457621604,0.1670334066813362,1.5191157257015055,0.5,clip,frequency_3,finetune,42,seed_42
0.4557050176913534,0.4848376099048986,0.6194326617179216,0.5226484733251314,0.7602082316577192,0.1462292458491698,1.5489625565030358,0.5,clip,frequency_3,finetune,123,seed_123
