model_family,fourier_mode,regime,seed,test_auc,test_acc,test_f1,test_precision,test_recall,test_specificity,test_d_auc,test_d_acc,test_d_f1,test_d_precision,test_d_recall,test_d_specificity,delta_auc,delta_acc
dino,concat,finetune,42,0.9170165167324004,0.8580850467443816,0.8658907119151125,0.9451877721335268,0.798869136039101,0.9377077910363136,0.6716484077025654,0.6244675647303886,0.6576443413385176,0.6891026314131508,0.6289328669318127,0.6184634416638747,-0.24536810902983497,-0.23361748201399302
dino,concat,finetune,123,0.9131543811607552,0.8281367651019252,0.8359115906133244,0.923755842408638,0.7633235900138962,0.9152856885131828,0.6901456139269154,0.6374163904873397,0.6654088624479507,0.7067030078427993,0.6286741099238105,0.6491714131079096,-0.22300876723383978,-0.19072037461458557
dino,concat,finetune,2024,0.906672252555289,0.8491483783739221,0.855888730789627,0.9464999070977332,0.7811107384158321,0.9406329733769748,0.6739142347276746,0.6389498040638207,0.6730016824793175,0.7001729691659158,0.6478604628875365,0.6269683771036829,-0.2327580178276144,-0.21019857431010136
dino,concat,finetune,7,0.9245022372784104,0.8638614541597278,0.8733005288948451,0.936472240200972,0.818112990560161,0.9253756346485916,0.6862058024963626,0.6383342401908249,0.6810709162110814,0.6889579635821657,0.6733624035650966,0.5912347619906704,-0.23829643478204776,-0.22552721396890296
dino,concat,finetune,2025,0.921660833757836,0.8565626253799183,0.8675013200113724,0.9223950854539368,0.8187742584695002,0.9073735213009974,0.6948828612502841,0.6526955651920614,0.691243654202274,0.7051177256324886,0.6779050265944703,0.6187984845751399,-0.22677797250755194,-0.20386706018785694
dino,frequency_3,finetune,42,0.7491521629940805,0.6637042655278735,0.7405881155881155,0.6640613714294403,0.8370501701087738,0.4306203448364732,0.534888111145482,0.5429768009365364,0.6209763434978804,0.5920987439697509,0.6528151804111362,0.3952862039638153,-0.21426405184859854,-0.1207274645913371
dino,frequency_3,finetune,123,0.7778421930042664,0.6880300307232325,0.7615763298497933,0.6779109678673716,0.8688006133499449,0.4449627586917863,0.5472249751048817,0.5491104552424607,0.6432572054756397,0.5887883202381805,0.7088312808471896,0.3343470529110074,-0.23061721789938472,-0.13891957548077183
dino,frequency_3,finetune,2024,0.7618669121755224,0.6798353366639736,0.7448792344581426,0.6858698282119525,0.8149983228712444,0.4980928326589521,0.5302364708259752,0.5456424123508494,0.6423809832803409,0.5854597066708721,0.7115626048205472,0.322543233421819,-0.23163044134954713,-0.13419292431312413
dino,frequency_3,finetune,7,0.744875926970898,0.6916739490071284,0.7219173668426401,0.7476948351986857,0.6978580669893143,0.6833586763227751,0.535128620339079,0.5296432477589628,0.5965871594230225,0.5870402152233406,0.6064497580142796,0.4263678771165691,-0.20974730663181895,-0.16203070124816565
dino,frequency_3,finetune,2025,0.7818658088804764,0.6871121810197475,0.7589337511380237,0.6798649571352705,0.8588145095596339,0.4562382412824411,0.537977170429911,0.54156979779826,0.6435439619142044,0.5807347303957486,0.7215870429824142,0.2995154764052473,-0.2438886384505654,-0.1455423832214875
dino,concat_frequency,finetune,42,0.8544063490239582,0.7867510868549633,0.8026449643947101,0.8552381984716275,0.7561454789400546,0.8279039200020618,0.676880988597808,0.6668425420589512,0.7386939222422912,0.6713050018804062,0.8211222387272988,0.4593953764078245,-0.1775253604261502,-0.1199085447960121
dino,concat_frequency,finetune,123,0.8614699523284979,0.7787487565060155,0.7907257226034519,0.8640799863659604,0.7288514063922564,0.8458416020205665,0.6796681019081493,0.6508543696790824,0.7031190122349027,0.6861620132624301,0.7209353586659639,0.5566222520038143,-0.18180185042034858,-0.1278943868269331
dino,concat_frequency,finetune,2024,0.85050564628943,0.7627331035961021,0.774757382865491,0.8503120884155071,0.7115338540418803,0.8315765057601608,0.6724971031959719,0.6492220261944412,0.7140508160951984,0.6704725204455962,0.7636877665436772,0.4953093992422875,-0.17800854309345815,-0.11351107740166089
dino,concat_frequency,finetune,7,0.8640305024982097,0.7907632442414549,0.814994800221598,0.8266934823972475,0.8036225981120322,0.773472333187289,0.6821083486689818,0.6759550858216953,0.7373401226895473,0.6889131231061236,0.7930902295270497,0.5184531326512203,-0.18192215382922783,-0.11480815841975966
dino,concat_frequency,finetune,2025,0.8712767575831982,0.7933629023836611,0.807557059278179,0.8666586100063721,0.75600172504672,0.8435993917682534,0.6988680589006616,0.6715801854386168,0.7441129491566069,0.6725939803059392,0.8326513009727347,0.4550011597639236,-0.1724086986825366,-0.12178271694504439
