model_family,fourier_mode,regime,split,auc_mean,auc_std,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,loss_mean,loss_std
mobilenet,complex,finetune,test,0.6871628596357867,0.0041470876390941,0.6164641351602389,0.004103812846312394,0.588117579003702,0.011934178465746991,0.7656895283169384,0.011684140673007451,0.47784369159998086,0.019572009839801698,0.8028555965052447,0.020477544292297332,1.1780129628032647,0.08456201862809032
mobilenet,complex,finetune,test_d,0.5337470417115834,0.0030565122271777483,0.5214529505845109,0.003952644917908546,0.5265031287700255,0.008542826551852217,0.6085244710431079,0.0024932403624703366,0.4640567348699027,0.012193842502694716,0.5986289013169763,0.008286792752535316,2.7274887975466493,0.4091026319722289
mobilenet,complex,finetune,val,0.7333532963986504,0.005640701506087086,0.6429198645521603,0.004659918503349355,0.6328741735851737,0.00879951606689743,0.8239008070459789,0.008170513852222238,0.5139394213996058,0.013533531837406038,0.83564936273929,0.012560842489509104,1.005149322923549,0.06558369208068933
mobilenet,concat,finetune,test,0.8048565726381824,0.006584948796593006,0.7183993140859701,0.006766898033529618,0.7167323085356594,0.009649864272607682,0.8469441925671779,0.010926750753330498,0.6214959988499689,0.01707032406240136,0.8486971985258112,0.015558586727107828,1.8367561790595706,0.2675044616870796
mobilenet,concat,finetune,test_d,0.6296331466910443,0.002516378492235065,0.5940455187499657,0.005057732240885263,0.5971984575480714,0.013066697482278162,0.6927632168266784,0.003898247872084714,0.5252058076572907,0.022146541275319797,0.6866085925620473,0.018510959151643244,4.7341471569560865,1.101095995547444
mobilenet,concat,finetune,val,0.9204894140536221,0.0038790436494281857,0.8472886681188629,0.001863670818978924,0.8665783676759522,0.0020276791327183386,0.9091106128648937,0.0010186462592036455,0.8278607190593779,0.004420415592575453,0.8763189519473265,0.0021312005948811003,1.030570587392082,0.23429960543206885
mobilenet,concat_frequency,finetune,test,0.7084234793337844,0.0017127926641064782,0.6393532182448736,0.0038185194741922916,0.6331063336179774,0.011993990066108467,0.7599557591578872,0.01003477741611833,0.5430715415209162,0.02215604742911052,0.7688152367207031,0.021524217985312556,1.3998216521846447,0.35567110160365667
mobilenet,concat_frequency,finetune,test_d,0.6032009915912697,0.002999300112746269,0.5674102898096699,0.0032722598515478674,0.5848440341742294,0.010913461894451647,0.6503624709020769,0.003978727404792453,0.5316708994201926,0.01983701569842775,0.6154660962346331,0.020218552300228013,2.2622288647615862,0.6372556121977206
mobilenet,concat_frequency,finetune,val,0.7808076973910595,0.0021954341398593437,0.692917489464791,0.0028554260495578807,0.7121750741095689,0.00841250735208929,0.8122066973838153,0.012648603759800514,0.6345823610702068,0.02030423948588089,0.7800849680946497,0.024295013869151234,1.1428123947377347,0.3201654291342995
mobilenet,frequency_3,finetune,test,0.7127468979725097,0.007136419245102038,0.650975284011278,0.004155594086530307,0.6562026364318806,0.0063611892671940635,0.7542204373368757,0.009816598483176007,0.5809554842110307,0.013163268748792424,0.7451251256410918,0.01803230986663916,1.3358264715664183,0.40518013622429455
